,index,rate,rest_type,cuisines,cost_for_two,name,online_order,book_table,votes,listed_in(type),location,price_range
12368,19296,4.1,Lounge,Continental,1500,Doff Pub and Lounge,0,1,1341,Drinks & nightlife,Indiranagar,Luxury
12369,19297,3.8,"Pub, Casual Dining",Continental,1000,Regulars Pub & Grub,0,1,263,Drinks & nightlife,Indiranagar,Premium
12370,19298,3.9,Pub,Chinese,1200,Blistering Barnacles,0,1,1214,Drinks & nightlife,Indiranagar,Luxury
12371,19299,3.5,Lounge,Chinese,1300,Take 5,0,0,10,Drinks & nightlife,Indiranagar,Luxury
12372,19300,3.1,Bar,North Indian,1000,H3O,0,0,11,Drinks & nightlife,Indiranagar,Premium
12373,19302,3.8,"Casual Dining, Bar",Continental,1000,Head O State,0,1,198,Drinks & nightlife,Indiranagar,Premium
12374,19303,4.0,"Lounge, Cafe",Continental,1600,Loveshack,0,1,1724,Drinks & nightlife,Domlur,Luxury
12375,19304,4.3,"Pub, Microbrewery",Continental,1700,Murphy's Brewhouse - The Paul Bangalore,0,1,2031,Drinks & nightlife,Domlur,Luxury
12376,19305,2.4,Bar,Chinese,1000,Knight Riders,0,0,25,Drinks & nightlife,Domlur,Premium
12377,19306,4.0,Bar,Seafood,1300,Quench Bar,0,0,108,Drinks & nightlife,Domlur,Luxury
12378,19307,3.2,"Casual Dining, Bar",North Indian,600,Night Booze,0,0,8,Drinks & nightlife,Thippasandra,Mid
12379,19308,4.7,"Pub, Microbrewery",American,1800,Big Pitcher,0,1,9041,Drinks & nightlife,Old Airport Road,Luxury
12380,19309,4.1,Bar,Finger Food,1000,CloudNYN - Sterling Mac Hotel,0,0,403,Drinks & nightlife,Old Airport Road,Premium
12381,19310,4.1,"Pub, Casual Dining",Continental,1000,Bangalore Pub Exchange,0,1,207,Drinks & nightlife,MG Road,Premium
12382,19311,3.9,Bar,Chinese,1800,Jeff's - Royal Orchid Hotel,0,0,73,Drinks & nightlife,Old Airport Road,Luxury
12383,19312,4.0,"Club, Casual Dining",European,2400,XU,0,1,427,Drinks & nightlife,Old Airport Road,Ultra
12384,19313,4.2,"Casual Dining, Pub",North Indian,1500,Smaaash,0,1,536,Drinks & nightlife,MG Road,Luxury
12385,19314,4.1,Club,Continental,2800,Ice - Taj MG Road Bengaluru,0,1,609,Drinks & nightlife,MG Road,Ultra
12386,19316,3.9,Lounge,Finger Food,3000,Library Bar - The Leela Palace,0,0,108,Drinks & nightlife,Old Airport Road,Ultra
12387,19318,4.1,"Casual Dining, Bar",Continental,1200,Mighty Small,0,0,258,Drinks & nightlife,MG Road,Luxury
12388,19319,3.8,Lounge,Continental,1800,WAT Bar - Sterlings MAC Hotel,0,0,46,Drinks & nightlife,Old Airport Road,Luxury
12389,19321,4.0,Lounge,Finger Food,2400,Liquid Lounge - Hyatt Centric MG Road,0,1,91,Drinks & nightlife,Ulsoor,Ultra
12390,19323,4.2,"Microbrewery, Pub",North Indian,1400,Vapour Pub & Brewery,0,1,6907,Pubs and bars,Indiranagar,Luxury
12391,19324,4.1,"Casual Dining, Bar",European,1300,Three Dots & A Dash,0,1,3864,Pubs and bars,Indiranagar,Luxury
12392,19326,4.3,"Bar, Casual Dining",South Indian,1000,Bob's Bar,0,0,424,Pubs and bars,Indiranagar,Premium
12393,19327,4.1,"Pub, Casual Dining",Sushi,2000,Arena - Artisanal Brewkitchen,0,1,177,Pubs and bars,Indiranagar,Luxury
12394,19328,4.6,"Casual Dining, Bar",Asian,1200,The Fatty Bao - Asian Gastro Bar,1,0,3760,Pubs and bars,Indiranagar,Luxury
12395,19329,4.3,"Bar, Casual Dining",Continental,1500,The Black Rabbit,0,1,4187,Pubs and bars,Indiranagar,Luxury
12396,19330,4.6,"Bar, Casual Dining",Continental,1500,1131 Bar + Kitchen,0,1,2785,Pubs and bars,Indiranagar,Luxury
12397,19331,4.4,"Fine Dining, Bar",Modern Indian,2500,Sly Granny - The Community House,0,1,953,Pubs and bars,Indiranagar,Ultra
12398,19332,4.4,"Bar, Casual Dining",Chinese,1400,Tipsy Bull - The Bar Exchange,0,1,2993,Pubs and bars,Indiranagar,Luxury
12399,19333,4.3,"Bar, Casual Dining",European,1300,BTDT? Been There Done That,0,1,879,Pubs and bars,Indiranagar,Luxury
12400,19334,4.2,Pub,Russian,1300,Tippler,0,1,2901,Pubs and bars,Indiranagar,Luxury
12401,19335,4.3,Pub,American,1400,Monkey Bar,1,0,3848,Pubs and bars,Indiranagar,Luxury
12402,19336,4.4,"Casual Dining, Bar",North Indian,1100,Dhaba - Estd 1986 Delhi,1,1,1420,Pubs and bars,Indiranagar,Luxury
12403,19337,4.2,"Bar, Casual Dining",Chinese,1500,Barebones - The Balcony Bar,0,1,2445,Pubs and bars,Indiranagar,Luxury
12404,19338,4.1,"Bar, Casual Dining",American,1500,BabaYaga's,1,1,201,Pubs and bars,Indiranagar,Luxury
12405,19339,4.2,"Casual Dining, Bar",Andhra,800,Nandhana Palace,0,1,902,Pubs and bars,Indiranagar,Premium
12406,19340,4.2,"Casual Dining, Pub",American,1200,Plan B,0,0,1651,Pubs and bars,Indiranagar,Luxury
12407,19341,4.1,"Casual Dining, Bar",Italian,1100,Jonah's,1,1,1827,Pubs and bars,Indiranagar,Luxury
12408,19342,3.8,"Casual Dining, Bar",North Indian,1000,Swing,0,1,201,Pubs and bars,Indiranagar,Premium
12409,19343,4.1,Bar,Finger Food,1200,Wall Street 657,0,0,1858,Pubs and bars,Indiranagar,Luxury
12410,19344,4.0,Bar,Continental,1300,Agent Jack's Bar,0,1,592,Pubs and bars,Indiranagar,Luxury
12411,19345,4.0,"Bar, Casual Dining",Thai,1500,Hangover,1,1,1413,Pubs and bars,Indiranagar,Luxury
12412,19347,4.2,"Pub, Casual Dining",Finger Food,1100,Pecos Stones,0,1,1089,Pubs and bars,Indiranagar,Luxury
12413,19348,3.9,Bar,Finger Food,900,Elongo's,0,0,48,Pubs and bars,Indiranagar,Premium
12414,19349,3.9,"Pub, Casual Dining",Continental,1500,Sherlock's Pub,0,1,644,Pubs and bars,Indiranagar,Luxury
12415,19350,4.0,"Bar, Casual Dining",Continental,1400,Bottle & Glass,0,1,973,Pubs and bars,Indiranagar,Luxury
12416,19352,3.8,"Casual Dining, Bar",North Indian,750,Viceroy's Sarathi,1,0,137,Pubs and bars,Indiranagar,Premium
12417,19353,3.9,Bar,American,1700,Jimi's Beer Cafe,0,1,815,Pubs and bars,Indiranagar,Luxury
12418,19354,3.8,"Pub, Casual Dining",Continental,1000,Regulars Pub & Grub,0,1,263,Pubs and bars,Indiranagar,Premium
12419,19355,3.9,Pub,Chinese,1200,Blistering Barnacles,0,1,1214,Pubs and bars,Indiranagar,Luxury
12420,19356,3.2,Pub,Finger Food,1000,Goofy's,0,0,8,Pubs and bars,Indiranagar,Premium
12421,19357,3.1,Bar,North Indian,1000,H3O,0,0,11,Pubs and bars,Indiranagar,Premium
12422,19359,3.8,"Casual Dining, Bar",Continental,1000,Head O State,0,1,198,Pubs and bars,Indiranagar,Premium
12423,19360,4.3,"Pub, Microbrewery",Continental,1700,Murphy's Brewhouse - The Paul Bangalore,0,1,2031,Pubs and bars,Domlur,Luxury
12424,19361,4.0,"Casual Dining, Bar",North Indian,1700,The Hub & The Bar - Hotel Ramada Encore,0,0,115,Pubs and bars,Domlur,Luxury
12425,19362,3.3,"Casual Dining, Bar",North Indian,800,Chef Inn Regency,0,0,4,Pubs and bars,Domlur,Premium
12426,19363,2.4,Bar,Chinese,1000,Knight Riders,0,0,25,Pubs and bars,Domlur,Premium
12427,19364,4.0,Bar,Seafood,1300,Quench Bar,0,0,108,Pubs and bars,Domlur,Luxury
12428,19365,3.2,"Casual Dining, Bar",North Indian,600,Night Booze,0,0,8,Pubs and bars,Thippasandra,Mid
12429,19366,4.7,"Pub, Microbrewery",American,1800,Big Pitcher,0,1,9041,Pubs and bars,Old Airport Road,Luxury
12430,19367,4.1,Bar,Finger Food,1000,CloudNYN - Sterling Mac Hotel,0,0,403,Pubs and bars,Old Airport Road,Premium
12431,19368,4.1,"Pub, Casual Dining",Continental,1000,Bangalore Pub Exchange,0,1,207,Pubs and bars,MG Road,Premium
12432,19369,4.0,"Casual Dining, Bar",Chinese,1400,20 Char - Sterlings MAC Hotel,1,1,419,Pubs and bars,Old Airport Road,Luxury
12433,19371,3.9,Bar,Chinese,1800,Jeff's - Royal Orchid Hotel,0,0,73,Pubs and bars,Old Airport Road,Luxury
12434,19372,4.2,"Casual Dining, Pub",North Indian,1500,Smaaash,0,1,536,Pubs and bars,MG Road,Luxury
12435,19374,4.1,"Casual Dining, Bar",Kerala,1800,Fort Kochi,0,1,334,Pubs and bars,MG Road,Luxury
12436,19376,4.1,"Casual Dining, Bar",Continental,1200,Mighty Small,0,0,258,Pubs and bars,MG Road,Luxury
12437,19381,4.6,Casual Dining,North Indian,1100,Sea Lions BBQ & Grills,0,1,538,Buffet,Jayanagar,Luxury
12438,19382,4.2,Casual Dining,North Indian,1000,Subz,1,1,2025,Buffet,Jayanagar,Premium
12439,19384,4.1,Casual Dining,North Indian,950,1947,0,1,2309,Buffet,Jayanagar,Premium
12440,19385,4.3,Casual Dining,North Indian,1000,Cable Car,1,1,1247,Buffet,Jayanagar,Premium
12441,19386,4.1,Casual Dining,North Indian,1500,Chutney Chang,1,1,2342,Buffet,Jayanagar,Luxury
12442,19387,4.4,Casual Dining,North Indian,750,Empire Restaurant,1,0,4892,Buffet,Jayanagar,Premium
12443,19388,3.8,Casual Dining,Biryani,600,Desi Rasoi,1,1,362,Buffet,Jayanagar,Mid
12444,19390,4.0,Casual Dining,North Indian,550,Samskruti - Sanman Gardenia,1,0,140,Buffet,Jayanagar,Mid
12445,19391,3.8,Casual Dining,North Indian,1350,The Sofraah Kebabs & Kurries - Eden Park Restaurants,0,1,176,Buffet,Jayanagar,Luxury
12446,19393,4.9,Casual Dining,European,1600,AB's - Absolute Barbecues,0,1,6404,Buffet,BTM,Luxury
12447,19394,4.4,Pub,North Indian,900,Deja Vu Resto Bar,1,1,2496,Buffet,Bannerghatta Road,Premium
12448,19395,4.7,Casual Dining,North Indian,1600,Barbeque Nation,0,1,3855,Buffet,JP Nagar,Luxury
12449,19396,4.3,Casual Dining,North Indian,1200,Sattvam,0,0,357,Buffet,JP Nagar,Luxury
12450,19397,4.1,Casual Dining,Rajasthani,1000,Village - The Soul of India,0,1,2461,Buffet,JP Nagar,Premium
12451,19398,4.1,Casual Dining,North Indian,800,24th Main,0,1,1239,Buffet,JP Nagar,Premium
12452,19399,4.4,"Casual Dining, Bar",North Indian,1100,"3B's - Buddies, Bar & Barbecues",0,1,1154,Buffet,BTM,Luxury
12453,19400,4.1,Casual Dining,BBQ,1000,Zaitoon,1,1,1547,Buffet,JP Nagar,Premium
12454,19401,4.1,Casual Dining,North Indian,800,Jalsa,1,1,783,Buffet,Banashankari,Premium
12455,19402,3.8,Casual Dining,North Indian,600,Oye Amritsar,1,1,763,Buffet,JP Nagar,Mid
12456,19403,3.8,Casual Dining,North Indian,800,Mandi,1,1,561,Buffet,JP Nagar,Premium
12457,19405,3.7,Casual Dining,North Indian,900,Nouvelle Garden,0,0,203,Buffet,JP Nagar,Premium
12458,19409,3.5,Casual Dining,Chinese,1000,The Maori - Aurick Boutique Hotel,0,0,44,Buffet,JP Nagar,Premium
12459,19410,4.2,"Cafe, Casual Dining",Cafe,800,Tea Villa Cafe,0,1,656,Cafes,Jayanagar,Premium
12460,19411,4.1,Cafe,Cafe,800,Cafe Cosy,0,1,113,Cafes,Jayanagar,Premium
12461,19412,4.1,Cafe,Cafe,800,Dr. Sheesha,0,1,1445,Cafes,JP Nagar,Premium
12462,19413,4.3,"Casual Dining, Cafe",Healthy Food,800,Go Native,1,1,1265,Cafes,Jayanagar,Premium
12463,19414,4.2,Cafe,Cafe,500,Alchemy Coffee Roasters,0,0,713,Cafes,Jayanagar,Mid
12464,19415,4.1,Cafe,Cafe,400,Rooftop Cafe,1,0,799,Cafes,Jayanagar,Mid
12465,19416,4.2,Cafe,Cafe,800,Enerjuvate Studio & Cafe,0,1,738,Cafes,Jayanagar,Premium
12466,19417,3.5,Cafe,Cafe,800,Fabcafe,0,1,11,Cafes,Jayanagar,Premium
12467,19418,4.1,Cafe,Cafe,800,The Caramelts Cafe,0,0,226,Cafes,Jayanagar,Premium
12468,19419,4.1,Cafe,Cafe,850,SlimSins Cafe,0,0,710,Cafes,Jayanagar,Premium
12469,19420,4.2,Cafe,Cafe,700,Cafe Ajfan,1,0,265,Cafes,Jayanagar,Premium
12470,19421,4.3,Cafe,Cafe,800,Krazzy Folds,1,1,1907,Cafes,Jayanagar,Premium
12471,19422,4.6,Cafe,Cafe,400,The Blue Wagon - Kitchen,1,0,233,Cafes,Jayanagar,Mid
12472,19430,3.6,Quick Bites,South Indian,200,36th Cross Coffee Mane,0,0,19,Cafes,Jayanagar,Budget
12473,19431,3.9,Cafe,Cafe,300,Cross Road Cafe,1,0,91,Cafes,Jayanagar,Budget
12474,19434,3.9,Cafe,Cafe,650,Grazers,1,1,295,Cafes,Jayanagar,Premium
12475,19439,2.5,Cafe,Cafe,450,Java City,1,0,157,Cafes,Jayanagar,Mid
12476,19440,2.9,Cafe,Cafe,650,Cafe Coffee Day,1,0,33,Cafes,Jayanagar,Premium
12477,19443,3.7,Cafe,Cafe,400,People Tree Cafe,0,0,167,Cafes,Jayanagar,Mid
12478,19444,4.1,Cafe,Cafe,600,Slate Cafe,1,0,53,Cafes,JP Nagar,Mid
12479,19445,3.9,"Cafe, Bakery",Cafe,600,Skyline Pizzeria,0,0,764,Cafes,JP Nagar,Mid
12480,19446,4.2,Cafe,Cafe,600,Cafe Shuffle,1,1,152,Cafes,Banashankari,Mid
12481,19447,4.0,"Cafe, Quick Bites",Cafe,1000,D View Cafe,1,0,510,Cafes,JP Nagar,Premium
12482,19451,4.4,"Casual Dining, Cafe",Pizza,600,Onesta,1,1,4410,Cafes,JP Nagar,Mid
12483,19452,3.6,Dessert Parlor,Desserts,900,Smoor,1,0,17,Cafes,Bannerghatta Road,Premium
12484,19453,4.2,Cafe,Cafe,600,Pancuzzi,1,0,170,Cafes,JP Nagar,Mid
12485,19457,4.1,Cafe,Cafe,550,TAB - Take A Break,0,0,522,Cafes,JP Nagar,Mid
12486,19460,3.8,Cafe,Chinese,700,Kirthi's Biryani,1,0,145,Cafes,Banashankari,Premium
12487,19464,3.8,Cafe,Cafe,600,On The Nose,1,0,614,Cafes,BTM,Mid
12488,19476,3.8,Cafe,Cafe,300,"Malnad Blossom, Coffee & Cream",0,0,33,Cafes,JP Nagar,Budget
12489,19483,3.9,Cafe,Continental,700,PHEW (Play Hard Eat Wild),1,1,488,Cafes,BTM,Premium
12490,19486,4.5,Delivery,Healthy Food,500,eat.fit,1,0,1187,Delivery,BTM,Mid
12491,19487,4.1,"Takeaway, Delivery",Seafood,250,Fish Chain,1,0,52,Delivery,BTM,Budget
12492,19488,4.1,Quick Bites,South Indian,300,Swadista Aahar,1,0,786,Delivery,BTM,Budget
12493,19489,4.0,"Sweet Shop, Quick Bites",Mithai,200,Gogula's Sweets & Chats,1,0,203,Delivery,BTM,Budget
12494,19490,4.0,"Takeaway, Delivery",Fast Food,300,Easy Bites,1,0,75,Delivery,BTM,Budget
12495,19491,3.9,Quick Bites,Bengali,400,Hiyar Majhe Kolkata,1,0,248,Delivery,BTM,Mid
12496,19492,3.8,"Takeaway, Delivery",Kerala,400,Empire Restaurant,1,0,100,Delivery,BTM,Mid
12497,19493,3.8,Delivery,Healthy Food,450,FreshMenu,1,0,630,Delivery,South Bangalore,Mid
12498,19494,4.2,Casual Dining,Arabian,900,Fattoush,1,0,1280,Delivery,BTM,Premium
12499,19496,3.9,"Takeaway, Delivery",Biryani,450,Al-Bek,1,0,175,Delivery,BTM,Mid
12500,19498,4.5,Dessert Parlor,Desserts,400,XO Belgian Waffle,1,0,557,Delivery,BTM,Mid
12501,19499,3.4,Quick Bites,Kerala,400,Chettayees,1,0,151,Delivery,BTM,Mid
12502,19500,3.4,Quick Bites,Roast Chicken,300,Five Star Chicken,1,0,130,Delivery,Banashankari,Budget
12503,19501,4.1,Beverage Shop,Beverages,150,Sri Ganesh Juice Junction,1,0,212,Delivery,Koramangala 8th Block,Budget
12504,19502,4.3,Quick Bites,Burger,500,Leon Grill,1,0,164,Delivery,Koramangala 5th Block,Mid
12505,19504,3.8,Quick Bites,Bengali,400,Maa'r Rannaghor,1,0,22,Delivery,JP Nagar,Mid
12506,19505,4.1,Bakery,Bakery,200,CakeZone,1,0,16,Delivery,BTM,Budget
12507,19506,4.2,Quick Bites,Street Food,300,Khatta Meetha Teekha,1,0,190,Delivery,Koramangala 6th Block,Budget
12508,19508,3.8,Quick Bites,North Indian,500,New Tasty Cafeteria,1,0,376,Delivery,BTM,Mid
12509,19509,4.1,Quick Bites,South Indian,150,Sri Guru Kottureshwara Davangere Benne Dosa,1,0,562,Delivery,Basavanagudi,Budget
12510,19510,3.8,Casual Dining,Biryani,800,Capsicum Family Restaurant,1,0,256,Delivery,BTM,Premium
12511,19513,3.7,Quick Bites,Kerala,200,Kannur Food Point,1,0,215,Delivery,BTM,Budget
12512,19514,4.3,Delivery,North Indian,500,BOX8- Desi Meals,1,0,248,Delivery,JP Nagar,Mid
12513,19515,4.3,Casual Dining,Asian,550,Wok Paper Scissors,1,0,1588,Delivery,Koramangala 5th Block,Mid
12514,19516,2.9,Quick Bites,North Indian,250,Sri Lakshmi Dhaba,1,0,258,Delivery,BTM,Budget
12515,19517,4.0,Quick Bites,Arabian,300,Just Shawarma,1,0,412,Delivery,Koramangala 5th Block,Budget
12516,19523,4.2,Quick Bites,Salad,500,Energy Addaa,1,0,67,Delivery,Basavanagudi,Mid
12517,19524,4.1,Quick Bites,Street Food,200,Dev Sagar - Food Street,1,0,239,Delivery,Basavanagudi,Budget
12518,19525,3.7,Quick Bites,North Indian,450,Apna Punjab,1,0,476,Delivery,BTM,Mid
12519,19526,3.8,"Takeaway, Delivery",Chinese,400,Beijing Bites,1,0,17,Delivery,BTM,Mid
12520,19527,3.7,"Quick Bites, Food Court",Salad,600,Subway,1,0,219,Delivery,Koramangala 5th Block,Mid
12521,19528,3.9,"Takeaway, Delivery",Biryani,400,Kitchens@BTM,1,0,225,Delivery,BTM,Mid
12522,19530,4.0,Casual Dining,Biryani,800,Shanmukha,1,0,776,Delivery,Koramangala 5th Block,Premium
12523,19531,3.9,Quick Bites,Oriya,250,Kalingas,1,0,181,Delivery,BTM,Budget
12524,19532,3.8,Casual Dining,Biryani,500,Biryani Pot,1,0,1073,Delivery,BTM,Mid
12525,19534,4.2,Quick Bites,Kerala,400,Muthashy's,1,0,466,Delivery,BTM,Mid
12526,19537,3.6,Quick Bites,North Indian,250,Bhukkhad Baba,1,0,132,Delivery,JP Nagar,Budget
12527,19540,3.8,Casual Dining,North Indian,700,House Of Kebabs,1,0,541,Delivery,Basavanagudi,Premium
12528,19541,3.9,Quick Bites,North Indian,400,Madeena Hotel,1,0,89,Delivery,Koramangala 5th Block,Mid
12529,19542,4.4,Dessert Parlor,Ice Cream,400,Corner House Ice Cream,1,0,827,Delivery,Jayanagar,Mid
12530,19543,4.0,Quick Bites,Rolls,250,Ilyazsab The House Of Chicken,1,0,118,Delivery,BTM,Budget
12531,19545,4.0,"Takeaway, Delivery",Bakery,200,MRA,1,0,22,Delivery,BTM,Budget
12532,19546,4.2,"Takeaway, Delivery",South Indian,200,A2B - Adyar Ananda Bhavan,1,0,38,Delivery,BTM,Budget
12533,19548,4.1,Quick Bites,South Indian,200,Mysuru Coffee Thindi,1,0,304,Delivery,Jayanagar,Budget
12534,19549,3.5,"Takeaway, Delivery",Biryani,600,Smoke-A-Pot,1,0,93,Delivery,JP Nagar,Mid
12535,19551,4.2,Casual Dining,Asian,800,Wamama,1,1,357,Delivery,Banashankari,Premium
12536,19553,3.7,Quick Bites,Biryani,250,Namma Biriyani,1,0,15,Delivery,Koramangala 5th Block,Budget
12537,19554,2.6,Casual Dining,Andhra,450,Delight Food,1,0,174,Delivery,BTM,Mid
12538,19555,3.2,"Takeaway, Delivery",Biryani,300,Al Diwan Biryanis And More,1,0,12,Delivery,Basavanagudi,Budget
12539,19556,3.9,Quick Bites,Burger,600,Burger King,1,0,1045,Delivery,Koramangala 7th Block,Mid
12540,19557,3.9,Quick Bites,North Indian,500,Kabab Magic,1,0,984,Delivery,Jayanagar,Mid
12541,19558,4.5,"Dessert Parlor, Cafe",Desserts,300,99 Pancakes,1,0,339,Delivery,Koramangala 5th Block,Budget
12542,19560,3.9,Quick Bites,Biryani,700,Dum Biryani Hub,1,0,65,Delivery,BTM,Premium
12543,19561,3.7,Quick Bites,Chinese,300,Chicken Magic,1,0,211,Delivery,BTM,Budget
12544,19562,3.8,Quick Bites,Chinese,150,Chinese Kitchen,1,0,59,Delivery,Basavanagudi,Budget
12545,19563,4.0,Quick Bites,South Indian,200,Vijayalakshmi,1,0,49,Delivery,Basavanagudi,Budget
12546,19564,3.7,"Takeaway, Delivery",Italian,500,The Good Bowl,1,0,6,Delivery,JP Nagar,Mid
12547,19565,4.0,Quick Bites,North Indian,150,Swad Punjab Da,1,0,130,Delivery,BTM,Budget
12548,19566,4.2,Cafe,Cafe,550,Smacznego,1,0,505,Delivery,Banashankari,Mid
12549,19567,3.7,Beverage Shop,Beverages,150,Lassi Corner,1,0,108,Delivery,Basavanagudi,Budget
12550,19568,3.9,Quick Bites,Biryani,300,The Biriyani Pedia,1,0,57,Delivery,BTM,Budget
12551,19569,4.0,Quick Bites,Maharashtrian,100,SL Vadapav,1,0,80,Delivery,Jayanagar,Budget
12552,19570,4.0,Quick Bites,South Indian,300,Adithya,1,0,335,Delivery,JP Nagar,Budget
12553,19571,3.2,"Takeaway, Delivery",Biryani,600,Night Biryani,1,0,21,Delivery,BTM,Mid
12554,19575,3.5,Quick Bites,Bohri,300,Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,0,49,Delivery,JP Nagar,Budget
12555,19578,3.2,Quick Bites,North Indian,300,New Mahesh Friends Food Corner,1,0,50,Delivery,BTM,Budget
12556,19579,3.8,Quick Bites,Fast Food,400,Magix's Parattha Roll,1,0,184,Delivery,BTM,Mid
12557,19580,4.0,Quick Bites,Burger,400,KFC,1,0,351,Delivery,BTM,Mid
12558,19581,3.4,Quick Bites,South Indian,200,Kababs N Biryani,1,0,23,Delivery,Banashankari,Budget
12559,19582,3.9,Casual Dining,North Indian,500,Roti Ghar,1,0,753,Delivery,Basavanagudi,Mid
12560,19583,3.1,"Takeaway, Delivery",Biryani,400,Shaadi Ki Biryani,1,0,31,Delivery,BTM,Mid
12561,19584,3.9,Casual Dining,Arabian,800,Savoury Restaurant,1,0,421,Delivery,BTM,Premium
12562,19586,4.6,"Casual Dining, Cafe",Pizza,600,Onesta,1,1,2604,Delivery,Banashankari,Mid
12563,19587,3.7,Quick Bites,South Indian,100,Namma Brahmin's Idli,1,0,38,Delivery,Jayanagar,Budget
12564,19591,3.3,Dhaba,North Indian,400,Sri Punjabi Dhaba,1,0,47,Delivery,BTM,Mid
12565,19592,3.9,"Beverage Shop, Dessert Parlor",Desserts,400,Keventers,1,0,211,Delivery,Jayanagar,Mid
12566,19593,3.8,Quick Bites,South Indian,300,Krishna Sagar,1,0,52,Delivery,BTM,Budget
12567,19595,3.6,Delivery,North Indian,600,Tandoori Paradise,1,0,8,Delivery,BTM,Mid
12568,19596,4.0,Quick Bites,Pizza,700,Cheesiano Pizza,1,1,206,Delivery,JP Nagar,Premium
12569,19597,4.1,Bakery,Bakery,500,Cakewala,1,0,232,Delivery,JP Nagar,Mid
12570,19598,4.0,Quick Bites,Sandwich,100,Hari Super Sandwich,1,0,15,Delivery,BTM,Budget
12571,19599,4.2,Quick Bites,South Indian,100,Puliyogare Point,1,0,449,Delivery,Basavanagudi,Budget
12572,19600,4.3,Quick Bites,North Indian,200,Kedia's Fun Food,1,0,632,Delivery,Jayanagar,Budget
12573,19602,3.5,Quick Bites,North Indian,350,Burj Hotel,1,0,57,Delivery,Bannerghatta Road,Mid
12574,19603,4.2,"Takeaway, Delivery",Pizza,600,Mojo Pizza - 2X Toppings,1,0,369,Delivery,JP Nagar,Mid
12575,19604,4.1,Casual Dining,South Indian,500,Sri Udupi Food Hub,1,1,176,Delivery,Jayanagar,Mid
12576,19605,4.2,Dessert Parlor,Bakery,450,Mad Over Donuts,1,0,703,Delivery,Koramangala 7th Block,Mid
12577,19606,3.7,"Takeaway, Delivery",Arabian,400,Karama Restaurant,1,0,11,Delivery,BTM,Mid
12578,19607,3.9,Casual Dining,Chinese,600,C. K. Mega Hot Food,1,0,101,Delivery,BTM,Mid
12579,19609,4.1,Casual Dining,Biryani,800,Dadi's Dum Biryani,1,1,2725,Delivery,BTM,Premium
12580,19611,2.9,Quick Bites,Chinese,300,Mahesh Friends Food Center,1,0,132,Delivery,BTM,Budget
12581,19612,3.9,Quick Bites,Rolls,300,Pathaan Sir,1,0,183,Delivery,BTM,Budget
12582,19615,4.1,Sweet Shop,Mithai,400,Kanti Sweets,1,0,113,Delivery,BTM,Mid
12583,19618,3.9,Bakery,Bakery,500,Warm Oven,1,0,28,Delivery,Koramangala 7th Block,Mid
12584,19622,3.9,Casual Dining,North Indian,650,Chicken County Grand,1,0,323,Delivery,Bannerghatta Road,Premium
12585,19624,3.7,Quick Bites,Fast Food,200,Prasiddhi Food Corner,1,0,171,Delivery,JP Nagar,Budget
12586,19625,4.3,Casual Dining,Chinese,800,Noodle Panda,1,0,338,Delivery,Koramangala 5th Block,Premium
12587,19626,4.6,Casual Dining,African,1000,Galito's,1,0,409,Delivery,Bannerghatta Road,Premium
12588,19627,3.9,Quick Bites,Street Food,300,Delite Chaat House,1,0,499,Delivery,Koramangala 6th Block,Budget
12589,19628,3.3,Casual Dining,North Indian,600,Fresh Kitchen,1,0,23,Delivery,Bannerghatta Road,Mid
12590,19629,3.2,"Beverage Shop, Quick Bites",Tea,250,Chai Point,1,0,209,Delivery,Jayanagar,Budget
12591,19630,4.1,Dessert Parlor,Ice Cream,500,Roll Over,1,0,240,Delivery,JP Nagar,Mid
12592,19631,4.1,Quick Bites,Continental,500,Twiststick House,1,0,164,Delivery,Basavanagudi,Mid
12593,19633,4.2,Quick Bites,Chinese,300,Yum In My Tum,1,0,103,Delivery,BTM,Budget
12594,19635,3.7,Quick Bites,North Indian,350,Wahab,1,0,98,Delivery,Jayanagar,Mid
12595,19636,3.9,Cafe,Cafe,650,Grazers,1,1,295,Delivery,Jayanagar,Premium
12596,19637,3.7,Quick Bites,North Indian,300,Bathinda Tandoor,1,0,40,Delivery,BTM,Budget
12597,19639,4.2,Quick Bites,South Indian,200,Sree Krishna Kafe,1,0,971,Delivery,Koramangala 5th Block,Budget
12598,19640,3.9,Casual Dining,Bengali,650,Amontron,1,0,439,Delivery,BTM,Premium
12599,19641,3.9,Quick Bites,North Indian,400,Chokha Chowka,1,0,358,Delivery,BTM,Mid
12600,19642,4.1,Casual Dining,Thai,1200,Patio 805,1,1,367,Delivery,Jayanagar,Luxury
12601,19643,3.7,Casual Dining,Pizza,400,Eagles Pizza,1,0,17,Delivery,Koramangala 7th Block,Mid
12602,19645,3.7,Quick Bites,Arabian,400,Afghani Tandoori Hub,1,0,14,Delivery,BTM,Mid
12603,19646,2.8,Casual Dining,North Indian,700,Barbeque Station,1,0,152,Delivery,Koramangala 7th Block,Premium
12604,19647,3.8,Quick Bites,South Indian,200,Dosa Plaza,1,0,140,Delivery,Koramangala 5th Block,Budget
12605,19650,3.9,Quick Bites,Street Food,400,Bangalore Agarwal Bhavan,1,0,137,Delivery,Jayanagar,Mid
